Order ID,Customer ID,Product ID,Order Date,Year,Month Name,Week No,Fiscal Quarter,Country,State,City,Region,Market,Category,Sub Category,Product Name,Sales,Profit,Quantity,Discount,Shipping Cost,Delivery Date,Delivery Days,Customer Name ,Customer Gender,Customer Age,Segment,Ship Mode,Order Priority,Salesperson,Return Status,Payment Mode
ORD01711,CUST4435,PROD850,08-01-2030,2024,August,33,Q3,India,Uttar Pradesh,Chennai,West,India,Technology,Technology Sub,Keyboard,5120,1306.05,2,0.3,369.7,12-01-2030,4,Aisha Gaurav Shah,Male,61,Home Office,Same Day,Critical,Rohan Mehta,Not Returned,Net Banking
ORD01712,CUST9170,PROD283,09-01-2030,2024,October,41,Q4,India,Karnataka,Bengaluru,East,India,Technology,Technology Sub,Laptop,6762,1881.61,8,0.16,396.24,16-01-2030,7,Aisha Gaurav Tiwari,Male,33,Corporate,First Class,High,Rakesh Singh,Not Returned,UPI
ORD01713,CUST8380,PROD275,10-01-2030,2024,November,46,Q4,India,Delhi,New Delhi,North,India,Fashion,Fashion Sub,T-Shirt,3594,415.44,4,0.11,218.01,16-01-2030,6,Aisha Goyal,Male,46,Corporate,Same Day,Medium,Anjali Gupta,Not Returned,Debit Card
ORD01714,CUST9139,PROD816,11-01-2030,2024,May,21,Q2,India,Uttar Pradesh,Varanasi,West,India,Office Supplies,Office Supplies Sub,Pen Set,4265,840.3,4,0.17,164.07,12-01-2030,1,Aisha Gupta,Male,50,Consumer,Standard Class,Critical,Vivek Verma,Not Returned,Net Banking
ORD01715,CUST9956,PROD441,12-01-2030,2025,July,31,Q3,India,Uttar Pradesh,Chennai,South,India,Technology,Technology Sub,Laptop,4478,1123.36,4,0.1,177.08,18-01-2030,6,Aisha Harsh Pawar,Male,29,Consumer,First Class,Critical,Rohan Mehta,Not Returned,Debit Card
ORD01716,CUST1156,PROD545,13-01-2030,2025,October,42,Q4,India,Gujarat,Ahmedabad,East,India,Technology,Technology Sub,SSD,5626,1545,2,0.28,184.14,15-01-2030,2,Aisha Harsh Thakur,Male,25,Consumer,Same Day,High,Amit Sharma,Not Returned,Credit Card
ORD01717,CUST8953,PROD831,14-01-2030,2025,December,49,Q4,India,Delhi,New Delhi,North,India,Office Supplies,Office Supplies Sub,Notebook,3700,598.7,5,0.13,288.44,20-01-2030,6,Aisha Hemant Pandey,Male,35,Home Office,Second Class,Critical,Rohan Mehta,Not Returned,Credit Card
ORD01718,CUST8754,PROD561,15-01-2030,2024,December,48,Q4,India,Uttar Pradesh,Prayagraj,South,India,Office Supplies,Office Supplies Sub,Notebook,6994,1209.44,1,0.26,460.73,17-01-2030,2,Aisha Jain,Female,42,Corporate,First Class,Low,Pankaj Kumar,Not Returned,Credit Card
ORD01719,CUST9036,PROD909,16-01-2030,2025,November,47,Q4,India,Karnataka,Bengaluru,West,India,Office Supplies,Office Supplies Sub,Pen Set,3731,727.87,5,0.18,178.92,20-01-2030,4,Aisha Joshi,Female,43,Corporate,Standard Class,High,Priya Kapoor,Not Returned,Debit Card
ORD01720,CUST5680,PROD415,17-01-2030,2024,March,12,Q1,India,Uttar Pradesh,Prayagraj,North,India,Technology,Technology Sub,Laptop,6931,1935.76,5,0.2,315.03,21-01-2030,4,Aisha Kale,Male,23,Consumer,First Class,Critical,Amit Sharma,Not Returned,Debit Card
ORD01721,CUST8532,PROD213,18-01-2030,2024,August,34,Q3,India,Asam,Jaipur,West,India,Office Supplies,Office Supplies Sub,Printer Paper,4616,707.08,1,0.15,265.83,24-01-2030,6,Aisha Karan Chauhan,Male,39,Home Office,Same Day,Critical,Vivek Verma,Not Returned,UPI
ORD01722,CUST3773,PROD582,19-01-2030,2025,December,52,Q4,India,Asam,Jaipur,West,India,Electronics,Electronics Sub,Headphones,6009,826.32,1,0.24,255.86,26-01-2030,7,Aisha Karan Mahajan,Male,47,Consumer,Standard Class,Low,Rohan Mehta,Not Returned,COD
ORD01723,CUST7597,PROD527,20-01-2030,2025,January,2,Q1,India,West Bengal,Kolkata,West,India,Furniture,Furniture Sub,Smart Phones,6071,1060.25,5,0.07,222.65,24-01-2030,4,Aisha Kaur Kulkarni,Female,56,Home Office,Second Class,Medium,Vivek Verma,Not Returned,COD
ORD01724,CUST3031,PROD770,21-01-2030,2025,August,34,Q3,India,Asam,Jaipur,North,India,Technology,Technology Sub,SSD,5751,1293.12,6,0.2,251.45,26-01-2030,5,Aisha Kavya Thakur,Female,34,Corporate,Standard Class,Critical,Priya Kapoor,Not Returned,COD
ORD01725,CUST5640,PROD926,22-01-2030,2025,July,29,Q3,India,Maharashtra,Mumbai,South,India,Books,Books Sub,Analytics Book,4973,422.31,4,0.13,241.68,26-01-2030,4,Aisha Kishore Gaikwad,Male,60,Corporate,Second Class,Medium,Rohan Mehta,Not Returned,COD
ORD01726,CUST8933,PROD175,23-01-2030,2024,September,38,Q3,India,Uttar Pradesh,Chennai,North,India,Electronics,Electronics Sub,Headphones,4530,400.87,1,0.1,342.03,29-01-2030,6,Aisha Kishore Jain,Male,37,Consumer,Same Day,Low,Sandeep Yadav,Not Returned,Debit Card
ORD01727,CUST4949,PROD405,24-01-2030,2024,November,46,Q4,India,Uttar Pradesh,Chennai,East,India,Groceries,Groceries Sub,Dry Fruits,5833,479.34,2,0.1,359.22,26-01-2030,2,Aisha Kishore Kumar,Male,63,Home Office,Same Day,Low,Pankaj Kumar,Not Returned,Credit Card
ORD01728,CUST5473,PROD675,25-01-2030,2024,December,49,Q4,India,Gujarat,Ahmedabad,North,India,Office Supplies,Office Supplies Sub,Pen Set,4535,863.44,4,0.12,341.36,31-01-2030,6,Aisha Kishore Mahajan,Male,26,Consumer,Second Class,High,Rakesh Singh,Not Returned,UPI
ORD01729,CUST4892,PROD865,26-01-2030,2024,December,51,Q4,India,Gujarat,Ahmedabad,East,India,Appliances,Appliances Sub,Air Purifier,6286,743.24,1,0.27,292.26,31-01-2030,5,Aisha Kishore More,Female,20,Corporate,First Class,Medium,Amit Sharma,Not Returned,COD
ORD01730,CUST5781,PROD764,27-01-2030,2024,July,30,Q3,India,Karnataka,Bengaluru,North,India,Technology,Technology Sub,Monitor,4336,1201.83,5,0.02,173.81,02-02-2030,6,Aisha Kishore Srivastava,Female,19,Consumer,Second Class,Medium,Rakesh Singh,Not Returned,UPI
ORD01731,CUST7854,PROD403,28-01-2030,2025,April,14,Q2,India,Uttar Pradesh,Chennai,South,India,Office Supplies,Office Supplies Sub,Notebook,5055,880.69,7,0.29,213.26,30-01-2030,2,Aisha Krishna Nair,Male,46,Home Office,Standard Class,Medium,Vivek Verma,Not Returned,Credit Card
ORD01732,CUST2629,PROD472,29-01-2030,2024,March,13,Q1,India,Gujarat,Ahmedabad,East,India,Sports,Sports Sub,Cricket Bat,4650,442.62,5,0.09,316.59,04-02-2030,6,Aisha Kulkarni,Male,34,Corporate,First Class,High,Anjali Gupta,Not Returned,Credit Card
ORD01733,CUST7636,PROD398,30-01-2030,2025,December,50,Q4,India,Karnataka,Bengaluru,West,India,Electronics,Electronics Sub,Speaker,5557,652.2,4,0.16,180.5,02-02-2030,3,Aisha Kumar Malhotra,Male,25,Corporate,Standard Class,High,Rakesh Singh,Not Returned,COD
ORD01734,CUST2108,PROD137,31-01-2030,2025,October,40,Q4,India,Asam,Jaipur,North,India,Technology,Technology Sub,SSD,4809,1217.3,4,0.23,197.29,07-02-2030,7,Aisha Kumar More,Male,37,Consumer,First Class,Low,Anjali Gupta,Not Returned,Credit Card
ORD01735,CUST1935,PROD832,01-02-2030,2025,January,5,Q1,India,Gujarat,Ahmedabad,East,India,Electronics,Electronics Sub,Headphones,5919,729.25,2,0.27,463.33,07-02-2030,6,Aisha Kumar Nair,Male,21,Consumer,First Class,Low,Anjali Gupta,Not Returned,Debit Card
ORD01736,CUST3974,PROD320,02-02-2030,2024,January,2,Q1,India,West Bengal,Kolkata,East,India,Sports,Sports Sub,Cricket Bat,5906,653.41,7,0.23,409.9,08-02-2030,6,Aisha Kumar Sharma,Male,65,Consumer,Second Class,Low,Amit Sharma,Not Returned,UPI
ORD01737,CUST7954,PROD691,03-02-2030,2024,June,22,Q2,India,Uttar Pradesh,Prayagraj,West,India,Electronics,Electronics Sub,Headphones,4693,453.34,6,0.02,148.08,04-02-2030,1,Aisha Lal Dubey,Male,64,Consumer,Standard Class,High,Vivek Verma,Not Returned,Net Banking
ORD01738,CUST9696,PROD375,04-02-2030,2025,October,41,Q4,India,Asam,Jaipur,West,India,Technology,Technology Sub,Mouse,5192,1338.21,2,0.21,391.24,07-02-2030,3,Aisha Lal Gaikwad,Male,37,Corporate,Standard Class,Low,Rakesh Singh,Not Returned,Debit Card
ORD01739,CUST8384,PROD323,05-02-2030,2024,March,11,Q1,India,Delhi,New Delhi,East,India,Technology,Technology Sub,Keyboard,5447,1213.92,3,0.17,322.8,06-02-2030,1,Aisha Lal Jadhav,Female,49,Consumer,Second Class,High,Priya Kapoor,Not Returned,Net Banking
ORD01740,CUST3389,PROD894,06-02-2030,2025,January,4,Q1,India,Delhi,New Delhi,South,India,Electronics,Electronics Sub,Headphones,6404,608.64,3,0.04,389.54,13-02-2030,7,Aisha Mahesh More,Male,53,Corporate,Same Day,Medium,Anjali Gupta,Not Returned,COD
ORD01741,CUST1528,PROD373,07-02-2030,2025,July,28,Q3,India,Gujarat,Ahmedabad,South,India,Office Supplies,Office Supplies Sub,Printer Paper,5676,1059.51,3,0.1,208.14,13-02-2030,6,Aisha Mahesh Reddy,Male,24,Home Office,Same Day,Critical,Priya Kapoor,Not Returned,Net Banking
ORD01742,CUST6699,PROD860,08-02-2030,2025,December,51,Q4,India,Uttar Pradesh,Chennai,East,India,Furniture,Furniture Sub,Leptop,6878,1391.99,4,0.19,206.73,14-02-2030,6,Aisha Mahesh Sawant,Female,42,Consumer,Standard Class,Medium,Rakesh Singh,Not Returned,UPI
ORD01743,CUST3680,PROD219,09-02-2030,2024,October,40,Q4,India,Karnataka,Bengaluru,West,India,Electronics,Electronics Sub,Headphones,6319,506.62,6,0.18,472.38,13-02-2030,4,Aisha Mahesh Shah,Female,64,Corporate,Same Day,Low,Vivek Verma,Not Returned,COD
ORD01744,CUST9873,PROD467,10-02-2030,2025,March,12,Q1,India,Karnataka,Bengaluru,West,India,Technology,Technology Sub,Monitor,6058,1577.94,7,0.2,298.93,17-02-2030,7,Aisha Malhotra,Female,22,Consumer,Same Day,Critical,Rakesh Singh,Not Returned,COD
ORD01745,CUST1733,PROD663,11-02-2030,2025,September,36,Q3,India,Maharashtra,Pune,South,India,Furniture,Furniture Sub,Office Chair,5521,898.82,5,0.08,420.36,18-02-2030,7,Aisha Manish Bansal,Male,56,Corporate,First Class,Critical,Pankaj Kumar,Not Returned,UPI
ORD01746,CUST2395,PROD949,12-02-2030,2024,January,5,Q1,India,Uttar Pradesh,Chennai,East,India,Office Supplies,Office Supplies Sub,Pen Set,5193,890.37,7,0.11,166.08,16-02-2030,4,Aisha Manish Jain,Male,24,Consumer,Standard Class,Low,Amit Sharma,Not Returned,UPI
ORD01747,CUST5705,PROD516,13-02-2030,2024,April,16,Q2,India,Maharashtra,Pune,West,India,Office Supplies,Office Supplies Sub,Notebook,4880,924.18,1,0.19,300.13,16-02-2030,3,Aisha Manish Parmar,Male,41,Consumer,Same Day,Low,Amit Sharma,Not Returned,Debit Card
ORD01748,CUST4694,PROD285,14-02-2030,2024,November,45,Q4,India,Asam,Jaipur,North,India,Technology,Technology Sub,SSD,4513,1151.2,5,0.06,225.4,15-02-2030,1,Aisha Meera Rana,Female,20,Home Office,First Class,High,Rakesh Singh,Not Returned,Credit Card
ORD01749,CUST5589,PROD517,15-02-2030,2025,March,11,Q1,India,Delhi,New Delhi,North,India,Office Supplies,Office Supplies Sub,Printer Paper,5819,1115.37,4,0.01,387.67,20-02-2030,5,Aisha Mehta,Male,21,Corporate,Second Class,High,Anjali Gupta,Not Returned,Credit Card
ORD01750,CUST5356,PROD150,16-02-2030,2025,November,44,Q4,India,Uttar Pradesh,Chennai,East,India,Technology,Technology Sub,Monitor,5545,1249.76,8,0.11,364.75,19-02-2030,3,Aisha Mishra,Male,32,Corporate,Same Day,Low,Rakesh Singh,Not Returned,Net Banking
ORD01751,CUST2639,PROD623,17-02-2030,2024,March,12,Q1,India,Delhi,New Delhi,West,India,Fashion,Fashion Sub,Shoes,4041,327.8,1,0.27,256.89,24-02-2030,7,Aisha More,Male,45,Home Office,Same Day,High,Anjali Gupta,Not Returned,Net Banking
ORD01752,CUST4074,PROD674,18-02-2030,2024,July,31,Q3,India,Karnataka,Bengaluru,East,India,Technology,Technology Sub,Mouse,4900,1109.51,4,0.12,327.12,21-02-2030,3,Aisha Naik,Female,56,Corporate,Standard Class,Low,Pankaj Kumar,Not Returned,Credit Card
ORD01753,CUST1323,PROD372,19-02-2030,2024,March,10,Q1,India,Karnataka,Bengaluru,South,India,Office Supplies,Office Supplies Sub,Printer Paper,4893,886.68,6,0.03,268.31,26-02-2030,7,Aisha Nair,Male,31,Consumer,Second Class,Low,Rakesh Singh,Returned,UPI
ORD01754,CUST3724,PROD262,20-02-2030,2025,September,38,Q3,India,Delhi,New Delhi,West,India,Technology,Technology Sub,Laptop,4509,1117.5,5,0.18,326.52,25-02-2030,5,Aisha Nandini Joshi,Female,33,Corporate,Standard Class,High,Rohan Mehta,Returned,COD
ORD01755,CUST3875,PROD787,21-02-2030,2025,January,2,Q1,India,Asam,Jaipur,East,India,Technology,Technology Sub,Mouse,5048,1302.01,3,0,274.96,22-02-2030,1,Aisha Nandini Solanki,Female,28,Corporate,Second Class,High,Rohan Mehta,Not Returned,UPI
ORD01756,CUST3025,PROD898,22-02-2030,2024,July,30,Q3,India,Delhi,New Delhi,East,India,Technology,Technology Sub,Monitor,4721,1183.88,4,0.03,376.73,24-02-2030,2,Aisha Narayan Agarwal,Female,23,Consumer,Same Day,Medium,Pankaj Kumar,Not Returned,Net Banking
ORD01757,CUST8624,PROD383,23-02-2030,2025,January,2,Q1,India,Karnataka,Bengaluru,East,India,Appliances,Appliances Sub,Air Purifier,6352,665.31,7,0.23,228.3,01-03-2030,6,Aisha Narayan Choudhary,Male,38,Consumer,First Class,Low,Priya Kapoor,Not Returned,Debit Card
ORD01758,CUST4838,PROD174,24-02-2030,2025,January,1,Q1,India,West Bengal,Kolkata,East,India,Beauty,Beauty Sub,Face Wash,6424,662.83,4,0.23,345.95,02-03-2030,6,Aisha Narayan Joshi,Male,57,Consumer,First Class,High,Rohan Mehta,Not Returned,Net Banking
ORD01759,CUST1241,PROD294,25-02-2030,2024,April,18,Q2,India,Uttar Pradesh,Chennai,East,India,Appliances,Appliances Sub,Mixer,6066,759.92,3,0.19,379.91,02-03-2030,5,Aisha Narayan Patil,Male,49,Corporate,Same Day,Low,Anjali Gupta,Not Returned,Credit Card
ORD01760,CUST2086,PROD615,26-02-2030,2025,July,27,Q3,India,Asam,Jaipur,East,India,Office Supplies,Office Supplies Sub,Printer Paper,4475,802.76,2,0.29,336.72,04-03-2030,6,Aisha Narayan Rana,Female,39,Consumer,Same Day,Critical,Rakesh Singh,Not Returned,Credit Card
ORD01761,CUST9787,PROD804,27-02-2030,2025,March,11,Q1,India,Maharashtra,Pune,West,India,Technology,Technology Sub,Mouse,6394,1543.19,2,0.18,508.56,06-03-2030,7,Aisha Narayan Reddy,Male,54,Consumer,Same Day,High,Sandeep Yadav,Not Returned,Net Banking
ORD01762,CUST8317,PROD535,28-02-2030,2025,June,23,Q2,India,West Bengal,Kolkata,East,India,Appliances,Appliances Sub,Air Purifier,4929,572.88,7,0.13,282.77,01-03-2030,1,Aisha Narayan Singh,Female,45,Corporate,Same Day,Critical,Pankaj Kumar,Not Returned,Debit Card
ORD01763,CUST5914,PROD569,01-03-2030,2025,July,28,Q3,India,Uttar Pradesh,Prayagraj,East,India,Beauty,Beauty Sub,Face Wash,6228,753.16,6,0.27,426.04,03-03-2030,2,Aisha Nath Gupta,Female,47,Consumer,Standard Class,High,Vivek Verma,Returned,UPI
ORD01764,CUST6643,PROD823,02-03-2030,2025,July,30,Q3,India,Uttar Pradesh,Varanasi,North,India,Electronics,Electronics Sub,Headphones,5546,457.61,4,0.23,429.31,03-03-2030,1,Aisha Nath Joshi,Male,21,Consumer,Same Day,Low,Vivek Verma,Not Returned,COD
ORD01765,CUST2397,PROD456,03-03-2030,2024,June,24,Q2,India,Delhi,New Delhi,East,India,Technology,Technology Sub,Laptop,6545,1595.75,1,0.11,214.91,10-03-2030,7,Aisha Nath Kadam,Female,53,Consumer,Same Day,Medium,Anjali Gupta,Not Returned,Debit Card
ORD01766,CUST4070,PROD412,04-03-2030,2024,February,6,Q1,India,Uttar Pradesh,Chennai,East,India,Office Supplies,Office Supplies Sub,Notebook,5903,898.4,2,0,399.95,09-03-2030,5,Aisha Nath Khanna,Male,52,Home Office,First Class,Medium,Priya Kapoor,Not Returned,UPI
ORD01767,CUST3881,PROD260,05-03-2030,2024,August,35,Q3,India,Gujarat,Ahmedabad,North,India,Office Supplies,Office Supplies Sub,Notebook,5564,841.36,2,0.15,414.42,06-03-2030,1,Aisha Nath Pandey,Male,60,Corporate,Standard Class,High,Priya Kapoor,Not Returned,COD
ORD01768,CUST5149,PROD261,06-03-2030,2024,March,12,Q1,India,Uttar Pradesh,Lucknow,South,India,Technology,Technology Sub,Monitor,6850,1622.89,7,0.12,444.47,10-03-2030,4,Aisha Nath Rathore,Female,37,Consumer,Standard Class,Medium,Rakesh Singh,Not Returned,Credit Card
ORD01769,CUST5303,PROD823,07-03-2030,2025,April,14,Q2,India,West Bengal,Kolkata,West,India,Furniture,Furniture Sub,Office Chair,4856,880.82,3,0.1,256.33,09-03-2030,2,Aisha Neha Shukla,Female,46,Corporate,Same Day,High,Vivek Verma,Not Returned,COD
ORD01770,CUST6840,PROD489,08-03-2030,2025,November,46,Q4,India,Uttar Pradesh,Varanasi,East,India,Technology,Technology Sub,Keyboard,6476,1625.42,8,0.1,264.24,10-03-2030,2,Aisha Neha Thakur,Female,34,Consumer,Standard Class,Critical,Sandeep Yadav,Not Returned,UPI
ORD01771,CUST8634,PROD649,09-03-2030,2025,April,16,Q2,India,Uttar Pradesh,Chennai,South,India,Books,Books Sub,Analytics Book,3801,507.37,7,0.27,221.54,15-03-2030,6,Aisha Nikhil Mahajan,Female,44,Consumer,Second Class,Low,Anjali Gupta,Not Returned,Net Banking
ORD01772,CUST3181,PROD839,10-03-2030,2024,October,42,Q4,India,Asam,Jaipur,South,India,Technology,Technology Sub,Laptop,6965,1620.42,6,0.29,286.78,17-03-2030,7,Aisha Nitesh Mahajan,Female,43,Corporate,Standard Class,Low,Priya Kapoor,Not Returned,Debit Card
ORD01773,CUST4530,PROD487,11-03-2030,2025,January,2,Q1,India,Uttar Pradesh,Chennai,North,India,Office Supplies,Office Supplies Sub,Printer Paper,5590,841.65,4,0.19,244.2,18-03-2030,7,Aisha Parmar,Male,39,Corporate,Same Day,High,Pankaj Kumar,Not Returned,COD
ORD01774,CUST1216,PROD760,12-03-2030,2025,November,46,Q4,India,Karnataka,Bengaluru,North,India,Sports,Sports Sub,Cricket Bat,4290,440.34,5,0.06,202.86,19-03-2030,7,Aisha Pawar,Male,55,Corporate,Second Class,High,Vivek Verma,Not Returned,UPI
ORD01775,CUST6764,PROD362,13-03-2030,2025,October,40,Q4,India,Asam,Jaipur,North,India,Office Supplies,Office Supplies Sub,Pen Set,4985,927.71,8,0.11,317.7,19-03-2030,6,Aisha Payal Negi,Female,63,Consumer,First Class,Medium,Priya Kapoor,Returned,UPI
ORD01776,CUST8959,PROD884,14-03-2030,2025,March,13,Q1,India,West Bengal,Kolkata,East,India,Electronics,Electronics Sub,Headphones,4489,522.16,8,0.11,164.78,16-03-2030,2,Aisha Prajapati,Female,63,Corporate,First Class,Low,Rohan Mehta,Not Returned,UPI
ORD01777,CUST6267,PROD106,15-03-2030,2025,February,6,Q1,India,Gujarat,Ahmedabad,North,India,Office Supplies,Office Supplies Sub,Notebook,6459,1166.9,7,0.2,244.28,19-03-2030,4,Aisha Pranav Shukla,Male,46,Consumer,Same Day,Critical,Anjali Gupta,Not Returned,Debit Card
ORD01778,CUST6154,PROD355,16-03-2030,2024,May,22,Q2,India,Uttar Pradesh,Varanasi,West,India,Toys,Toys Sub,Puzzle Set,5842,675.67,7,0.14,341.06,22-03-2030,6,Aisha Pranav Solanki,Male,52,Consumer,Same Day,Medium,Priya Kapoor,Not Returned,Debit Card
ORD01779,CUST8572,PROD914,17-03-2030,2025,December,52,Q4,India,West Bengal,Kolkata,West,India,Electronics,Electronics Sub,Headphones,5892,821.96,2,0.11,231.55,23-03-2030,6,Aisha Prasad Joshi,Female,20,Consumer,Standard Class,Low,Sandeep Yadav,Not Returned,Debit Card
ORD01780,CUST1275,PROD508,18-03-2030,2025,May,19,Q2,India,Delhi,New Delhi,North,India,Technology,Technology Sub,Keyboard,4992,1286.38,4,0.2,328.76,25-03-2030,7,Aisha Prasad Mahajan,Female,60,Consumer,Standard Class,High,Amit Sharma,Not Returned,Debit Card
ORD01781,CUST6235,PROD399,19-03-2030,2024,November,45,Q4,India,Uttar Pradesh,Lucknow,East,India,Furniture,Furniture Sub,Smart Phones,6810,1347.07,4,0.24,288.38,24-03-2030,5,Aisha Prasad Pawar,Male,53,Home Office,Same Day,Medium,Priya Kapoor,Not Returned,COD
ORD01782,CUST2935,PROD271,20-03-2030,2025,December,51,Q4,India,Asam,Jaipur,West,India,Technology,Technology Sub,SSD,5256,1382.09,2,0.14,249.72,22-03-2030,2,Aisha Pratap Khanna,Female,53,Home Office,Second Class,High,Pankaj Kumar,Not Returned,Credit Card
ORD01783,CUST4050,PROD603,21-03-2030,2025,July,27,Q3,India,Asam,Jaipur,South,India,Groceries,Groceries Sub,Dry Fruits,4658,573.17,8,0.14,274.64,25-03-2030,4,Aisha Pratap Negi,Female,30,Corporate,Standard Class,High,Sandeep Yadav,Not Returned,Debit Card
ORD01784,CUST7823,PROD558,22-03-2030,2024,March,11,Q1,India,Delhi,New Delhi,South,India,Furniture,Furniture Sub,Smart Phones,4054,668.37,5,0.11,316.33,28-03-2030,6,Aisha Pratap Patel,Male,29,Consumer,First Class,Low,Rohan Mehta,Not Returned,Debit Card
ORD01785,CUST7669,PROD756,23-03-2030,2024,February,7,Q1,India,Gujarat,Ahmedabad,South,India,Groceries,Groceries Sub,Dry Fruits,4641,579.94,1,0.15,306.29,30-03-2030,7,Aisha Pratap Trivedi,Female,50,Consumer,Standard Class,Low,Rakesh Singh,Not Returned,COD
ORD01786,CUST1162,PROD901,24-03-2030,2024,July,30,Q3,India,Karnataka,Bengaluru,North,India,Sports,Sports Sub,Cricket Bat,4057,524.03,4,0.29,317.71,30-03-2030,6,Aisha Preeti Jadhav,Male,51,Home Office,First Class,Critical,Amit Sharma,Not Returned,UPI
ORD01787,CUST5556,PROD616,25-03-2030,2024,October,43,Q4,India,Uttar Pradesh,Varanasi,West,India,Technology,Technology Sub,Mouse,6224,1710.69,2,0.15,316.2,28-03-2030,3,Aisha Priya Prajapati,Female,61,Consumer,Standard Class,Medium,Sandeep Yadav,Not Returned,Debit Card
ORD01788,CUST7954,PROD226,26-03-2030,2025,November,45,Q4,India,Delhi,New Delhi,East,India,Technology,Technology Sub,Keyboard,3801,977.38,2,0.19,175.61,28-03-2030,2,Aisha Rahul Kulkarni,Female,54,Corporate,First Class,High,Rakesh Singh,Returned,UPI
ORD01789,CUST4417,PROD354,27-03-2030,2024,May,20,Q2,India,Maharashtra,Mumbai,East,India,Sports,Sports Sub,Cricket Bat,4830,468.56,7,0.27,169.22,30-03-2030,3,Aisha Rahul Menon,Male,34,Home Office,Second Class,Critical,Anjali Gupta,Not Returned,Net Banking
ORD01790,CUST7904,PROD218,28-03-2030,2025,May,18,Q2,India,Uttar Pradesh,Chennai,West,India,Furniture,Furniture Sub,Leptop,5462,1068.97,6,0.06,357.97,03-04-2030,6,Aisha Rahul Parmar,Female,25,Consumer,Standard Class,Medium,Pankaj Kumar,Not Returned,Net Banking
ORD01791,CUST2721,PROD416,29-03-2030,2024,March,13,Q1,India,West Bengal,Kolkata,West,India,Toys,Toys Sub,Puzzle Set,6771,614.39,4,0.04,425.77,04-04-2030,6,Aisha Raj Malhotra,Female,29,Consumer,First Class,High,Amit Sharma,Not Returned,Net Banking
ORD01792,CUST5949,PROD303,30-03-2030,2024,February,7,Q1,India,Delhi,New Delhi,North,India,Groceries,Groceries Sub,Dry Fruits,6603,592.12,8,0.05,514.81,04-04-2030,5,Aisha Raj Singh,Male,65,Home Office,First Class,High,Sandeep Yadav,Not Returned,UPI
ORD01793,CUST1415,PROD205,31-03-2030,2024,October,41,Q4,India,Delhi,New Delhi,South,India,Technology,Technology Sub,Laptop,4006,889.74,1,0.28,300.94,01-04-2030,1,Aisha Rajput,Female,50,Corporate,First Class,Low,Rakesh Singh,Not Returned,COD
ORD01794,CUST8219,PROD589,01-04-2030,2024,September,38,Q3,India,Asam,Jaipur,South,India,Office Supplies,Office Supplies Sub,Pen Set,5054,960.55,2,0.04,153.03,02-04-2030,1,Aisha Rakesh Sharma,Female,46,Corporate,Second Class,Medium,Vivek Verma,Not Returned,Net Banking
ORD01795,CUST9886,PROD785,02-04-2030,2025,September,39,Q3,India,West Bengal,Kolkata,West,India,Office Supplies,Office Supplies Sub,Printer Paper,6699,1321.76,8,0.03,441.17,07-04-2030,5,Aisha Rana,Female,21,Consumer,Second Class,Low,Vivek Verma,Not Returned,COD
ORD01796,CUST5032,PROD751,03-04-2030,2025,December,49,Q4,India,Uttar Pradesh,Chennai,South,India,Technology,Technology Sub,SSD,4884,1099.42,4,0.21,204.39,09-04-2030,6,Aisha Rani Iyer,Female,65,Corporate,Standard Class,Low,Anjali Gupta,Not Returned,Debit Card
ORD01797,CUST2521,PROD214,04-04-2030,2024,January,2,Q1,India,Uttar Pradesh,Lucknow,South,India,Appliances,Appliances Sub,Mixer,4639,633.53,1,0.08,331.97,10-04-2030,6,Aisha Rani Parmar,Male,50,Corporate,Second Class,Low,Amit Sharma,Not Returned,COD
ORD01798,CUST6519,PROD468,05-04-2030,2024,July,30,Q3,India,West Bengal,Kolkata,East,India,Groceries,Groceries Sub,Dry Fruits,5381,484.37,3,0.08,354.76,07-04-2030,2,Aisha Rathore,Female,26,Consumer,Second Class,Low,Vivek Verma,Not Returned,COD
ORD01799,CUST4285,PROD605,06-04-2030,2025,June,26,Q2,India,Delhi,New Delhi,South,India,Fashion,Fashion Sub,Shoes,5697,551.81,3,0.27,309.35,09-04-2030,3,Aisha Ravi Goyal,Female,27,Corporate,Standard Class,High,Vivek Verma,Not Returned,Debit Card
ORD01800,CUST9467,PROD778,07-04-2030,2024,September,38,Q3,India,West Bengal,Kolkata,North,India,Beauty,Beauty Sub,Face Wash,4396,362.26,2,0.28,137.56,13-04-2030,6,Aisha Ravi Yadav,Female,42,Home Office,First Class,Low,Sandeep Yadav,Returned,Net Banking
ORD01801,CUST7274,PROD482,08-04-2030,2025,April,17,Q2,India,Gujarat,Ahmedabad,North,India,Sports,Sports Sub,Cricket Bat,6858,753.82,4,0.14,524.93,12-04-2030,4,Aisha Rawat,Female,47,Consumer,Second Class,Low,Vivek Verma,Not Returned,UPI
ORD01802,CUST7755,PROD349,09-04-2030,2025,August,35,Q3,India,Uttar Pradesh,Varanasi,South,India,Furniture,Furniture Sub,Office Chair,6409,1227.52,1,0.01,382.19,14-04-2030,5,Aisha Reddy,Male,41,Corporate,First Class,Medium,Rohan Mehta,Not Returned,Debit Card
